has_aftermarket_mods,battery_kwh,range_km,power_hp,car_age,is_new,log_mileage,model_enc,brand_Asama,brand_Bike City,brand_Dat Bike,brand_Datbike,brand_Dibao,brand_Giant,brand_Honda,brand_Moka Bike,brand_Newber,brand_Pega,brand_Sonsu,brand_Tailg,brand_Unknown,brand_VinFast,brand_Yadea,brand_Yamaha,vehicle_type_xe_dap_dien,vehicle_type_xe_may_dien,city_An Giang,city_Bình Dương,city_Bình Phước,city_Bình Định,city_Bạc Liêu,city_Bắc Ninh,city_Bến Tre,city_Cà Mau,city_Cần Thơ,city_Gia Lai,city_Huế,city_Hà Nội,city_Hà Tĩnh,city_Hải Phòng,city_Hậu Giang,city_Hồ Chí Minh,city_Khánh Hòa,city_Kiên Giang,city_Long An,city_Lâm Đồng,city_Nam Định,city_Nghệ An,city_Ninh Bình,city_Ninh Thuận,city_Quảng Nam,city_Quảng Ngãi,city_Sóc Trăng,city_Thanh Hóa,city_Thái Bình,city_Tiền Giang,city_Trà Vinh,city_Tây Ninh,city_Vĩnh Long,city_Vũng Tàu,city_Đà Nẵng,city_Đắk Lắk,city_Đồng Nai,city_Đồng Tháp,city_Phú Yên,city_Đắk Nông,city_Hà Giang,city_Hải Dương
-0.2759027295993832,-0.8713162715748627,-0.7747967405423706,-0.8387317757794894,0.321976608259058,-0.5171391980807206,0.24230858120529664,0.09524943401916855,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,0.8587170418613999,-0.5368072221659004,-0.29931850569658636,-0.05506487711171321,1.1630880561926673,-1.1630880561926673,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,2.7274118702909695,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,-1.2287650017145442,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
-0.2759027295993832,-0.8713162715748627,-0.7747967405423706,-0.8387317757794894,0.321976608259058,-0.5171391980807206,0.24230858120529664,-0.2589334344355963,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,0.8587170418613999,-0.5368072221659004,-0.29931850569658636,-0.05506487711171321,1.1630880561926673,-1.1630880561926673,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,-0.3666479606152469,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,-1.2287650017145442,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,10.82325538564332,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
3.6244657726004443,0.16530096502634042,0.03829494707712127,0.22217800812862346,-0.7357181485641437,-0.5171391980807206,1.3823351150172067,0.09524943401916855,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,0.8587170418613999,-0.5368072221659004,-0.29931850569658636,-0.05506487711171321,-0.8597801298669244,0.8597801298669245,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,-0.3666479606152469,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,0.8138252624420949,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
-0.2759027295993832,-0.8713162715748627,-0.7747967405423706,-0.8387317757794894,0.321976608259058,-0.5171391980807206,0.24230858120529664,0.09524943401916855,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,0.8587170418613999,-0.5368072221659004,-0.29931850569658636,-0.05506487711171321,1.1630880561926673,-1.1630880561926673,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,2.7274118702909695,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,-1.2287650017145442,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
-0.2759027295993832,-0.8713162715748627,-0.7747967405423706,-0.8387317757794894,0.321976608259058,1.933715339528196,-1.5582204706145097,-0.6958614322922988,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,0.8587170418613999,-0.5368072221659004,-0.29931850569658636,-0.05506487711171321,1.1630880561926673,-1.1630880561926673,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,-0.3666479606152469,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,-1.2287650017145442,-0.04262722788591862,-0.049236596391733105,9.038805230781332,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
-0.2759027295993832,0.16530096502634042,0.03829494707712127,0.22217800812862346,-0.20687077015254288,-0.5171391980807206,0.8876661568137751,-0.1449212133163036,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,0.8587170418613999,-0.5368072221659004,-0.29931850569658636,-0.05506487711171321,-0.8597801298669244,0.8597801298669245,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,-0.3666479606152469,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,0.8138252624420949,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
-0.2759027295993832,-0.8713162715748627,-0.7747967405423706,-0.8387317757794894,0.321976608259058,-0.5171391980807206,0.24230858120529664,0.09524943401916855,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,0.8587170418613999,-0.5368072221659004,-0.29931850569658636,-0.05506487711171321,1.1630880561926673,-1.1630880561926673,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,2.7274118702909695,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,-1.2287650017145442,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
-0.2759027295993832,0.16530096502634042,0.03829494707712127,0.22217800812862346,-1.2645655269757445,1.933715339528196,-1.5582204706145097,0.09524943401916855,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,-1.1645279542052034,1.8628661439486922,-0.29931850569658636,-0.05506487711171321,-0.8597801298669244,0.8597801298669245,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,2.7274118702909695,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,-1.2287650017145442,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
-0.2759027295993832,0.16530096502634042,0.03829494707712127,0.22217800812862346,1.3796713650822598,-0.5171391980807206,0.7977068722336298,-1.2018409551302718,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,0.8587170418613999,-0.5368072221659004,-0.29931850569658636,-0.05506487711171321,-0.8597801298669244,0.8597801298669245,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,2.7274118702909695,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,-1.2287650017145442,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
-0.2759027295993832,-0.8713162715748627,-0.7747967405423706,-0.8387317757794894,0.321976608259058,1.933715339528196,-1.5582204706145097,0.09524943401916855,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,0.8587170418613999,-0.5368072221659004,-0.29931850569658636,-0.05506487711171321,1.1630880561926673,-1.1630880561926673,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,2.7274118702909695,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,-1.2287650017145442,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
3.6244657726004443,0.16530096502634042,0.03829494707712127,0.22217800812862346,-0.20687077015254288,-0.5171391980807206,1.2997266685929003,0.09524943401916855,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,0.8587170418613999,-0.5368072221659004,-0.29931850569658636,-0.05506487711171321,-0.8597801298669244,0.8597801298669245,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,-0.3666479606152469,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,0.8138252624420949,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
-0.2759027295993832,1.6338420502113782,2.335278964602186,0.6664013166615772,0.850823986670659,-0.5171391980807206,1.3497924545642301,0.20959053214058182,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,-1.1645279542052034,1.8628661439486922,-0.29931850569658636,-0.05506487711171321,-0.8597801298669244,0.8597801298669245,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,-0.3666479606152469,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,0.8138252624420949,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
-0.2759027295993832,0.16530096502634042,0.03829494707712127,0.22217800812862346,5.081603013963466,-0.5171391980807206,-0.6117755719810206,-0.12166169287715962,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,0.8587170418613999,-0.5368072221659004,-0.29931850569658636,-0.05506487711171321,-0.8597801298669244,0.8597801298669245,-0.1359150705548906,-0.26950499852187343,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,-0.3666479606152469,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,0.8138252624420949,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
-0.2759027295993832,-0.8713162715748627,-0.7747967405423706,-0.8387317757794894,0.321976608259058,-0.5171391980807206,0.24230858120529664,0.09524943401916855,-0.15539822010288762,-0.024595948397164086,-0.17472720170476122,-0.02459594839716409,-0.10489254019125983,-0.08900561095364133,-0.10489254019125983,-0.024595948397164086,-0.024595948397164093,-0.16723540830198497,-0.0492365963917331,-0.024595948397164086,0.8587170418613999,-0.5368072221659004,-0.29931850569658636,-0.05506487711171321,1.1630880561926673,-1.1630880561926673,-0.1359150705548906,3.710506318935079,-0.04262722788591863,-0.03479445003196105,-0.03479445003196105,-0.06033884900318473,-0.07799182688479127,-0.024595948397164093,-0.11340091401505045,-0.03479445003196105,-0.07799182688479128,-0.3666479606152469,-0.04262722788591862,-0.09883324222148017,-0.03479445003196105,-1.2287650017145442,-0.04262722788591862,-0.049236596391733105,-0.11063409095203589,-0.024595948397164086,-0.09239364353597958,-0.05506487711171321,-0.04262722788591863,-0.04262722788591863,-0.055064877111713206,-0.024595948397164093,-0.07396705090823068,-0.04262722788591862,-0.03479445003196105,-0.09239364353597956,-0.02459594839716409,-0.06971561743757497,-0.06519318822649647,-0.08900561095364132,-0.17655613788661215,-0.09566567777212345,-0.19232939351873718,-0.04262722788591862,0.0,0.0,0.0,0.0
